lake,sed.date,B2mean,B3mean,B4mean,B2max,B3max,B4max,B2min,B3min,B4min
Lake Bonney,2020-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lake Bonney,2020-11-29,0.5030240588232279,0.47362975362192333,0.4612237269290808,0.5872215032577515,0.5610557198524475,0.570478081703186,0.3671540319919586,0.3417949676513672,0.3330715596675873
Lake Bonney,2020-12-01,0.5351147453384034,0.5158250699804922,0.5045176293340342,0.6186245679855347,0.599553644657135,0.6053340435028076,0.4097096621990204,0.3920506238937378,0.3864239752292633
Lake Bonney,2020-12-03,0.5229790334580241,0.4935545298401026,0.48659472142385896,0.6015757322311401,0.5731881856918335,0.5766617059707642,0.4162958562374115,0.389252632856369,0.38608768582344055
Lake Bonney,2020-12-08,0.5351757325470782,0.5074363161243934,0.5085400891237066,0.593590497970581,0.5621337890625,0.5635286569595337,0.4186859726905823,0.39060184359550476,0.4028361141681671
Lake Bonney,2020-12-10,0.5682120594818442,0.5465623632314617,0.5526178682504175,0.6207790374755859,0.5965359807014465,0.6096900105476379,0.41467347741127014,0.3975333571434021,0.4073556363582611
Lake Bonney,2020-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lake Bonney,2020-12-15,0.5793922313731773,0.5607562419660894,0.560475454497424,0.6596554517745972,0.6396940350532532,0.6415178775787354,0.41046270728111267,0.37929007411003113,0.39089831709861755
Lake Bonney,2020-12-21,0.5658333871500068,0.5534653224526044,0.5589345593951818,0.6260190010070801,0.6128785014152527,0.6127273440361023,0.35470348596572876,0.33017170429229736,0.32966116070747375
Lake Bonney,2020-12-24,0.6011876610095721,0.585940249946041,0.606659469773441,0.6585590243339539,0.6382502317428589,0.658534049987793,0.3521222472190857,0.3295576274394989,0.3237660825252533
Lake Bonney,2020-12-26,0.6079105476183903,0.5859113085041513,0.6064850757391412,0.6674753427505493,0.6395074725151062,0.659026563167572,0.3512800335884094,0.31296926736831665,0.3219527304172516
Lake Bonney,2020-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lake Bonney,2021-01-06,0.5640503441712468,0.5414543811602288,0.5601223917695843,0.6275986433029175,0.60176682472229,0.6191038489341736,0.2869025468826294,0.2511138617992401,0.2554819881916046
Lake Bonney,2021-01-13,0.5190309267804928,0.4811568142637625,0.4894087469376941,0.5563796162605286,0.5185737013816833,0.527289628982544,0.3861376941204071,0.34785565733909607,0.3503784239292145
Lake Bonney,2021-01-16,0.5444569596765377,0.5239529262527917,0.5409806392198354,0.6392321586608887,0.6281542181968689,0.6570545434951782,0.2926371395587921,0.2736539840698242,0.2684961259365082
Lake Bonney,2021-01-18,0.55354283968135,0.5242015309545677,0.5373892312519299,0.6126413941383362,0.5846294164657593,0.5973859429359436,0.3660052716732025,0.33000147342681885,0.32907751202583313
Lake Bonney,2021-01-22,0.5535226401161903,0.5296779448418165,0.5490648670286324,0.6156260967254639,0.5918201804161072,0.6204227805137634,0.2892135977745056,0.25622349977493286,0.26305678486824036
Lake Bonney,2021-02-01,0.517426770888109,0.49275593466005746,0.5080215207196164,0.5896996259689331,0.5620785355567932,0.5790405869483948,0.26442545652389526,0.22575673460960388,0.2238626331090927
Lake Bonney,2021-10-31,0.3622640161810435,0.33608779291981394,0.30208228602340836,0.4445613920688629,0.4072627127170563,0.3785145580768585,0.26899105310440063,0.24704359471797943,0.22515377402305603
Lake Bonney,2021-11-04,0.36349128764141186,0.3356098593078827,0.3008728752218539,0.44905897974967957,0.4092555046081543,0.3805720806121826,0.2683335542678833,0.24479247629642487,0.22066165506839752
Lake Bonney,2021-11-09,0.3668415660132738,0.34473406407535373,0.31351904424358445,0.4515286386013031,0.4217308759689331,0.40255406498908997,0.2556479573249817,0.2349979728460312,0.22547008097171783
Lake Bonney,2021-11-11,0.35866109853063355,0.3338650721634501,0.29799912923095956,0.4476080536842346,0.41573962569236755,0.36905473470687866,0.2537470757961273,0.2261224389076233,0.20526036620140076
Lake Bonney,2021-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lake Bonney,2021-11-20,0.35545802644112734,0.32507710873608076,0.290322506904287,0.43267109990119934,0.3936631679534912,0.350170373916626,0.25534021854400635,0.23022803664207458,0.21251922845840454
Lake Bonney,2021-11-29,0.4584482115194039,0.4349414034767201,0.427177079319757,0.5507429242134094,0.525793194770813,0.5301212072372437,0.3808828592300415,0.3553069829940796,0.35176536440849304
Lake Bonney,2021-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lake Bonney,2021-12-02,0.4169630321745121,0.39777048770492135,0.38321670440899724,0.49643707275390625,0.4784160554409027,0.48851147294044495,0.31306156516075134,0.2920614182949066,0.28482991456985474
Lake Bonney,2021-12-04,0.44480819658040605,0.42495728579731634,0.4144281416018883,0.5251672267913818,0.5129626989364624,0.5185503363609314,0.359325110912323,0.341072142124176,0.3291260600090027
Lake Bonney,2021-12-06,0.44535644822558595,0.43154664158939254,0.42137237772872277,0.5364783406257629,0.521982729434967,0.5163117051124573,0.3521861433982849,0.3357991874217987,0.3257406949996948
Lake Bonney,2021-12-08,0.4582302284331301,0.44833105130088496,0.4421763038198114,0.5466452240943909,0.5358588099479675,0.5339180827140808,0.36854466795921326,0.35808876156806946,0.3538220524787903
Lake Bonney,2021-12-11,0.45424920795063867,0.4326318147495945,0.4406252104947777,0.5413148403167725,0.5195209980010986,0.5328713655471802,0.35386422276496887,0.32789498567581177,0.33491408824920654
